あ	a̠ AJ
むきだし	m AD ɯ̟ᵝ kʲ AC i AJ d AH a̠ AJ ɕ BC i AJ
むきだす	m AD ɯ̟ᵝ kʲ AC i AJ d AH a̠ AJ s AG ɨᵝ
むきちょうえき	m AD ɯ̟ᵝ kʲ AC i AJ t AH ɕ BC o̞ː AL e̞ AJ kʲ AC i AJ
むきになる	m AD ɯ̟ᵝ kʲ AC i AJ ɲ̟ BF i AJ n AE a̠ AJ ɾ BB ɯ̟ᵝ
むきめいとうひょう	m AD ɯ̟ᵝ kʲ AC i AJ m AD e̞ː AK t AH o̞ː AL ç o̞ː AL
むきゅう	m AD ɯ̟ᵝ kʲ AC ɨᵝː
むぎ	m AD ɯ̟ᵝ ɡʲ AC i AJ
むぎこ	m AD ɯ̟ᵝ ɡʲ AC i AJ k AC o̞ AM
むぎょう	m AD ɯ̟ᵝ ɡʲ AC o̞ː AL
むく	m AD ɯ̟ᵝ k AC ɯ̟ᵝ
むくい	m AD ɯ̟ᵝ k AC ɯ̟ᵝ i AJ
むくどり	m AD ɯ̟ᵝ k AC ɯ̟ᵝ d AH o̞ AM ɾʲ BI i AJ
むぐら	m AD ɯ̟ᵝ ɡ AC ɯ̟ᵝ ɾ BB a̠ AJ
むけ	m AD ɯ̟ᵝ k AC e̞ AJ
むける	m AD ɯ̟ᵝ k AC e̞ AJ ɾ BB ɯ̟ᵝ
むげっけい	m AD ɯ̟ᵝ ɡ AC e̞ AJ k̚ k AC e̞ː AK
むげんしょう	m AD ɯ̟ᵝ ɡ AC ẽ̞ ɰ̃ AB ɕ BC o̞ː AL
むげんだい	m AD ɯ̟ᵝ ɡ AC ẽ̞ n AE d AH a̠ AJ i AJ
むげんれんさこう	m AD ɯ̟ᵝ ɡ AC ẽ̞ n AE ɾ BB ẽ̞ ɰ̃ AB s AG a̠ AJ k AC o̞ː AL
むこ	m AD ɯ̟ᵝ k AC o̞ AM
むこう	m AD ɯ̟ᵝ k AC o̞ː AL
むこうがわ	m AD ɯ̟ᵝ k AC o̞ː AL ɡ AC a̠ AJ ɰᵝ a̠ AJ
むこくせき	m AD ɯ̟ᵝ k AC o̞ AM k AC ɯ̟ᵝ s AG e̞ AJ kʲ AC i AJ
むこようし	m AD ɯ̟ᵝ k AC o̞ AM j AB o̞ː AL ɕ BC i AJ
むごい	m AD ɯ̟ᵝ ɡ AC o̞ AM i AJ
むごん	m AD ɯ̟ᵝ ɡ AC õ̞ ɴ AI
むごんか	m AD ɯ̟ᵝ ɡ AC õ̞ ŋ AI k AC a̠ AJ
むごんしょう	m AD ɯ̟ᵝ ɡ AC õ̞ ɰ̃ AB ɕ BC o̞ː AL
むごんでんわ	m AD ɯ̟ᵝ ɡ AC õ̞ n AE d AH ẽ̞ ɰ̃ AB ɰᵝ a̠ AJ
むさいしょく	m AD ɯ̟ᵝ s AG a̠ AJ i AJ ɕ BC o̞ AM k AC ɯ̟ᵝ
むさくい	m AD ɯ̟ᵝ s AG a̠ AJ k AC ɯ̟ᵝ i AJ
むささび	m AD ɯ̟ᵝ s AG a̠ AJ s AG a̠ AJ bʲ BH i AJ
むさし	m AD ɯ̟ᵝ s AG a̠ AJ ɕ BC i AJ
むさべつ	m AD ɯ̟ᵝ s AG a̠ AJ b AF e̞ AJ t AH s AG ɨᵝ
むさぼりくう	m AD ɯ̟ᵝ s AG a̠ AJ b AF o̞ AM ɾʲ BI i AJ k AC ɯ̟ᵝː
むさぼる	m AD ɯ̟ᵝ s AG a̠ AJ b AF o̞ AM ɾ BB ɯ̟ᵝ
むさんかいきゅう	m AD ɯ̟ᵝ s AG ã̠ ŋ AI k AC a̠ AJ i AJ kʲ AC ɨᵝː
むし	m AD ɯ̟ᵝ ɕ BC i AJ
むしあつい	m AD ɯ̟ᵝ ɕ BC i AJ a̠ AJ t AH s AG ɨᵝ i AJ
むしけら	m AD ɯ̟ᵝ ɕ BC i AJ k AC e̞ AJ ɾ BB a̠ AJ
むしのいき	m AD ɯ̟ᵝ ɕ BC i AJ n AE o̞ AM i AJ kʲ AC i AJ
むしのいどころがわるい	m AD ɯ̟ᵝ ɕ BC i AJ n AE o̞ AM i AJ d AH o̞ AM k AC o̞ AM ɾ BB o̞ AM ɡ AC a̠ AJ ɰᵝ a̠ AJ ɾ BB ɯ̟ᵝ i AJ
むしば	m AD ɯ̟ᵝ ɕ BC i AJ b AF a̠ AJ
むしぼし	m AD ɯ̟ᵝ ɕ BC i AJ b AF o̞ AM ɕ BC i AJ
むしめがね	m AD ɯ̟ᵝ ɕ BC i AJ m AD e̞ AJ ɡ AC a̠ AJ n AE e̞ AJ
むしゃく	m AD ɯ̟ᵝ ɕ BC a̠ AJ k AC ɯ̟ᵝ
むしょく	m AD ɯ̟ᵝ ɕ BC o̞ AM k AC ɯ̟ᵝ
むしる	m AD ɯ̟ᵝ ɕ BC i AJ ɾ BB ɯ̟ᵝ
むしろ	m AD ɯ̟ᵝ ɕ BC i AJ ɾ BB o̞ AM
むしんけい	m AD ɯ̟ᵝ ɕ BC ĩ ŋ AI k AC e̞ː AK
むしんろん	m AD ɯ̟ᵝ ɕ BC ĩ n AE ɾ BB õ̞ ɴ AI
むじかく	m AD ɯ̟ᵝ ʑ BC i AJ k AC a̠ AJ k AC ɯ̟ᵝ
むじな	m AD ɯ̟ᵝ ʑ BC i AJ n AE a̠ AJ
むじひ	m AD ɯ̟ᵝ ʑ BC i AJ ç i AJ
むじゅうりょう	m AD ɯ̟ᵝ ʑ BC ɨᵝː ɾʲ BI o̞ː AL
むじゅうりょく	m AD ɯ̟ᵝ ʑ BC ɨᵝː ɾʲ BI o̞ AM k AC ɯ̟ᵝ
むじゅん	m AD ɯ̟ᵝ ʑ BC ɨ̃ᵝ ɴ AI
むじょう	m AD ɯ̟ᵝ ʑ BC o̞ː AL
むじょうけん	m AD ɯ̟ᵝ ʑ BC o̞ː AL k AC ẽ̞ ɴ AI
むじるし	m AD ɯ̟ᵝ ʑ BC i AJ ɾ BB ɯ̟ᵝ ɕ BC i AJ
むじんえき	m AD ɯ̟ᵝ ʑ BC ĩ ɰ̃ AB e̞ AJ kʲ AC i AJ
むす	m AD ɯ̟ᵝ s AG ɨᵝ
むすい	m AD ɯ̟ᵝ s AG ɨᵝ i AJ
むすいぶつ	m AD ɯ̟ᵝ s AG ɨᵝ i AJ b AF ɯ̟ᵝ t AH s AG ɨᵝ
むすこ	m AD ɯ̟ᵝ s AG ɨ̥ᵝ k AC o̞ AM
むすび	m AD ɯ̟ᵝ s AG ɨᵝ bʲ BH i AJ
むすびつき	m AD ɯ̟ᵝ s AG ɨᵝ bʲ BH i AJ t AH s AG ɨᵝ kʲ AC i AJ
むすびつく	m AD ɯ̟ᵝ s AG ɨᵝ bʲ BH i AJ t AH s AG ɨᵝ k AC ɯ̟ᵝ
むすびつける	m AD ɯ̟ᵝ s AG ɨᵝ bʲ BH i AJ t AH s AG ɨᵝ k AC e̞ AJ ɾ BB ɯ̟ᵝ
むすびのかみ	m AD ɯ̟ᵝ s AG ɨᵝ bʲ BH i AJ n AE o̞ AM k AC a̠ AJ mʲ BG i AJ
むすぶ	m AD ɯ̟ᵝ s AG ɨᵝ b AF ɯ̟ᵝ
むすめ	m AD ɯ̟ᵝ s AG ɨᵝ m AD e̞ AJ
むすめごころ	m AD ɯ̟ᵝ s AG ɨᵝ m AD e̞ AJ ɡ AC o̞ AM k AC o̞ AM ɾ BB o̞ AM
むすめむこ	m AD ɯ̟ᵝ s AG ɨᵝ m AD e̞ AJ m AD ɯ̟ᵝ k AC o̞ AM
むずい	m AD ɯ̟ᵝ z AG ɨᵝ i AJ
むずかしい	m AD ɯ̟ᵝ z AG ɨᵝ k AC a̠ AJ ɕ BC i AJ i AJ
むずむず	m AD ɯ̟ᵝ z AG ɨᵝ m AD ɯ̟ᵝ z AG ɨᵝ
むせい	m AD ɯ̟ᵝ s AG e̞ː AK
むせいげん	m AD ɯ̟ᵝ s AG e̞ː AK ɡ AC ẽ̞ ɴ AI
むせいせいしょく	m AD ɯ̟ᵝ s AG e̞ː AK s AG e̞ː AK ɕ BC o̞ AM k AC ɯ̟ᵝ
むせいふしゅぎ	m AD ɯ̟ᵝ s AG e̞ː AK ɸ BE ɯ̟ᵝ ɕ BC ɨᵝ ɡʲ AC i AJ
むせいふじょうたい	m AD ɯ̟ᵝ s AG e̞ː AK ɸ BE ɯ̟ᵝ d AH ʑ BC o̞ː AL t AH a̠ AJ i AJ
むせいぶつ	m AD ɯ̟ᵝ s AG e̞ː AK b AF ɯ̟ᵝ t AH s AG ɨᵝ
むせきにん	m AD ɯ̟ᵝ s AG e̞ AJ kʲ AC i AJ ɲ̟ BF ĩ ɴ AI
むせぶ	m AD ɯ̟ᵝ s AG e̞ AJ b AF ɯ̟ᵝ
むせんき	m AD ɯ̟ᵝ s AG ẽ̞ ŋʲ AI kʲ AC i AJ
むせんきょく	m AD ɯ̟ᵝ s AG ẽ̞ ŋʲ AI kʲ AC o̞ AM k AC ɯ̟ᵝ
むせんでんわ	m AD ɯ̟ᵝ s AG ẽ̞ n AE d AH ẽ̞ ɰ̃ AB ɰᵝ a̠ AJ
むそう	m AD ɯ̟ᵝ s AG o̞ː AL
むぞうさ	m AD ɯ̟ᵝ z AG o̞ː AL s AG a̠ AJ
むだ	m AD ɯ̟ᵝ d AH a̠ AJ
むだげ	m AD ɯ̟ᵝ d AH a̠ AJ ɡ AC e̞ AJ
むだづかい	m AD ɯ̟ᵝ d AH a̠ AJ z AG ɨᵝ k AC a̠ AJ i AJ
むだばなし	m AD ɯ̟ᵝ d AH a̠ AJ b AF a̠ AJ n AE a̠ AJ ɕ BC i AJ
むだん	m AD ɯ̟ᵝ d AH ã̠ ɴ AI
むちうつ	m AD ɯ̟ᵝ t AH ɕ BC i AJ ɯ̟ᵝ t AH s AG ɨᵝ
むちゅう	m AD ɯ̟ᵝ t AH ɕ BC ɨᵝː
むっくり	m AD ɯ̟ᵝ k̚ k AC ɯ̟ᵝ ɾʲ BI i AJ
むっつ	m AD ɯ̟ᵝ t̚ t AH s AG ɨᵝ
むっと	m AD ɯ̟ᵝ t̚ t AH o̞ AM
むつう	m AD ɯ̟ᵝ t AH s AG ɨᵝː
むつき	m AD ɯ̟ᵝ t AH s AG ɨ̥ᵝ kʲ AC i AJ
むてき	m AD ɯ̟ᵝ t AH e̞ AJ kʲ AC i AJ
むてっぽう	m AD ɯ̟ᵝ t AH e̞ AJ p̚ p AF o̞ː AL
むとう	m AD ɯ̟ᵝ t AH o̞ː AL
むとうはそう	m AD ɯ̟ᵝ t AH o̞ː AL h AA a̠ AJ s AG o̞ː AL
むな	m AD ɯ̟ᵝ n AE a̠ AJ
むなぎ	m AD ɯ̟ᵝ n AE a̠ AJ ɡʲ AC i AJ
むなくそがわるい	m AD ɯ̟ᵝ n AE a̠ AJ k AC ɯ̟ᵝ s AG o̞ AM ɡ AC a̠ AJ ɰᵝ a̠ AJ ɾ BB ɯ̟ᵝ i AJ
むなくそわるい	m AD ɯ̟ᵝ n AE a̠ AJ k AC ɯ̟ᵝ s AG o̞ AM ɰᵝ a̠ AJ ɾ BB ɯ̟ᵝ i AJ
むなぐら	m AD ɯ̟ᵝ n AE a̠ AJ ɡ AC ɯ̟ᵝ ɾ BB a̠ AJ
むなぐるしい	m AD ɯ̟ᵝ n AE a̠ AJ ɡ AC ɯ̟ᵝ ɾ BB ɯ̟ᵝ ɕ BC iː AK
むなげ	m AD ɯ̟ᵝ n AE a̠ AJ ɡ AC e̞ AJ
むなさわぎ	m AD ɯ̟ᵝ n AE a̠ AJ s AG a̠ AJ ɰᵝ a̠ AJ ɡʲ AC i AJ
むなざんよう	m AD ɯ̟ᵝ n AE a̠ AJ z AG ã̠ ɰ̃ AB j AB o̞ː AL
むなしい	m AD ɯ̟ᵝ n AE a̠ AJ ɕ BC i AJ i AJ
むなもと	m AD ɯ̟ᵝ n AE a̠ AJ m AD o̞ AM t AH o̞ AM
むに	m AD ɯ̟ᵝ ɲ̟ BF i AJ
むね	m AD ɯ̟ᵝ n AE e̞ AJ
むねあて	m AD ɯ̟ᵝ n AE e̞ AJ a̠ AJ t AH e̞ AJ
むねきゅん	m AD ɯ̟ᵝ n AE e̞ AJ kʲ AC ɨ̃ᵝ ɴ AI
むねさんずん	m AD ɯ̟ᵝ n AE e̞ AJ s AG ã̠ n AE d AH z AG ɨ̃ᵝ ɴ AI
むねつぶし	m AD ɯ̟ᵝ n AE e̞ AJ t AH s AG ɨᵝ b AF ɯ̟ᵝ ɕ BC i AJ
むねぽち	m AD ɯ̟ᵝ n AE e̞ AJ p AF o̞ AM t AH ɕ BC i AJ
むねやけ	m AD ɯ̟ᵝ n AE e̞ AJ j AB a̠ AJ k AC e̞ AJ
むのう	m AD ɯ̟ᵝ n AE o̞ː AL
むはい	m AD ɯ̟ᵝ h AA a̠ AJ i AJ
むひょう	m AD ɯ̟ᵝ ç o̞ː AL
むひょうじょう	m AD ɯ̟ᵝ ç o̞ː AL ʑ BC o̞ː AL
むびょうそくさい	m AD ɯ̟ᵝ bʲ BH o̞ː AL s AG o̞ AM k AC ɯ̟ᵝ s AG a̠ AJ i AJ
むほう	m AD ɯ̟ᵝ h AA o̞ː AL
むほん	m AD ɯ̟ᵝ h AA õ̞ ɴ AI
むぼうび	m AD ɯ̟ᵝ b AF o̞ː AL bʲ BH i AJ
むまご	m AD a̠ AJ ɡ AC o̞ AM
むめい	m AD ɯ̟ᵝ m AD e̞ː AK
むめいし	m AD ɯ̟ᵝ m AD e̞ː AK ɕ BC i AJ
むやみ	m AD ɯ̟ᵝ j AB a̠ AJ mʲ BG i AJ
むやみやたら	m AD ɯ̟ᵝ j AB a̠ AJ mʲ BG i AJ j AB a̠ AJ t AH a̠ AJ ɾ BB a̠ AJ
むら	m AD ɯ̟ᵝ ɾ BB a̠ AJ
むらかみ	m AD ɯ̟ᵝ ɾ BB a̠ AJ k AC a̠ AJ mʲ BG i AJ
むらがる	m AD ɯ̟ᵝ ɾ BB a̠ AJ ɡ AC a̠ AJ ɾ BB ɯ̟ᵝ
むらさき	m AD ɯ̟ᵝ ɾ BB a̠ AJ s AG a̠ AJ kʲ AC i AJ
むらさきいろ	m AD ɯ̟ᵝ ɾ BB a̠ AJ s AG a̠ AJ kʲ AC i AJ i AJ ɾ BB o̞ AM
むらさきしきぶ	m AD ɯ̟ᵝ ɾ BB a̠ AJ s AG a̠ AJ kʲ AC i AJ ɕ BC i AJ kʲ AC i AJ b AF ɯ̟ᵝ
むらさきずいしょう	m AD ɯ̟ᵝ ɾ BB a̠ AJ s AG a̠ AJ kʲ AC i AJ z AG ɨᵝ i AJ ɕ BC o̞ː AL
むらさきつめくさ	m AD ɯ̟ᵝ ɾ BB a̠ AJ s AG a̠ AJ kʲ AC i̥ AJ t AH s AG ɨᵝ m AD e̞ AJ k AC ɯ̟̊ᵝ s AG a̠ AJ
むらさきはしどい	m AD ɯ̟ᵝ ɾ BB a̠ AJ s AG a̠ AJ kʲ AC i AJ h AA a̠ AJ ɕ BC i AJ d AH o̞ AM i AJ
むらせ	m AD ɯ̟ᵝ ɾ BB a̠ AJ s AG e̞ AJ
むらまつ	m AD ɯ̟ᵝ ɾ BB a̠ AJ m AD a̠ AJ t AH s AG ɨᵝ
むらむら	m AD ɯ̟ᵝ ɾ BB a̠ AJ m AD ɯ̟ᵝ ɾ BB a̠ AJ
むらやま	m AD ɯ̟ᵝ ɾ BB a̠ AJ j AB a̠ AJ m AD a̠ AJ
むりじい	m AD ɯ̟ᵝ ɾʲ BI i AJ ʑ BC i AJ i AJ
むりすう	m AD ɯ̟ᵝ ɾʲ BI i AJ s AG ɨᵝː
むりょう	m AD ɯ̟ᵝ ɾʲ BI o̞ː AL
むるい	m AD ɯ̟ᵝ ɾ BB ɯ̟ᵝ i AJ
むれ	m AD ɯ̟ᵝ ɾ BB e̞ AJ
むろ	m AD ɯ̟ᵝ ɾ BB o̞ AM
むろらん	m AD ɯ̟ᵝ ɾ BB o̞ AM ɾ BB ã̠ ɴ AI
むろん	m AD ɯ̟ᵝ ɾ BB õ̞ ɴ AI
むゎ	m AD ɰᵝ a̠ AJ
め	m AD e̞ AJ
めあか	m AD e̞ AJ a̠ AJ k AC a̠ AJ
めあて	m AD e̞ AJ a̠ AJ t AH e̞ AJ
めい	m AD e̞ː AK
めいい	m AD e̞ː AK i AJ
めいうん	m AD e̞ː AK ɯ̟̃ᵝ ɴ AI
めいえん	m AD e̞ː AK ẽ̞ ɴ AI
めいおうせい	m AD e̞ː AK o̞ː AL s AG e̞ː AK
めいかい	m AD e̞ː AK k AC a̠ AJ i AJ
めいかく	m AD e̞ː AK k AC a̠ AJ k AC ɯ̟ᵝ
めいかん	m AD e̞ː AK k AC ã̠ ɴ AI
めいが	m AD e̞ː AK ɡ AC a̠ AJ
めいがら	m AD e̞ː AK ɡ AC a̠ AJ ɾ BB a̠ AJ
めいき	m AD e̞ː AK kʲ AC i AJ
めいきょうしすい	m AD e̞ː AK kʲ AC o̞ː AL ɕ BC i AJ s AG ɨᵝ i AJ
めいきょく	m AD e̞ː AK kʲ AC o̞ AM k AC ɯ̟ᵝ
めいくん	m AD e̞ː AK k AC ɯ̟̃ᵝ ɴ AI
めいげん	m AD e̞ː AK ɡ AC ẽ̞ ɴ AI
めいさん	m AD e̞ː AK s AG ã̠ ɴ AI
めいざん	m AD e̞ː AK z AG ã̠ ɴ AI
めいし	m AD e̞ː AK ɕ BC i AJ
めいしゅ	m AD e̞ː AK ɕ BC ɨᵝ
めいしょう	m AD e̞ː AK ɕ BC o̞ː AL
めいしん	m AD e̞ː AK ɕ BC ĩ ɴ AI
めいじ	m AD e̞ː AK ʑ BC i AJ
めいじいしん	m AD e̞ː AK ʑ BC i AJ i AJ ɕ BC ĩ ɴ AI
めいじょう	m AD e̞ː AK ʑ BC o̞ː AL
めいじる	m AD e̞ː AK ʑ BC i AJ ɾ BB ɯ̟ᵝ
めいじん	m AD e̞ː AK ʑ BC ĩ ɴ AI
めいせき	m AD e̞ː AK s AG e̞ AJ kʲ AC i AJ
めいせきむ	m AD e̞ː AK s AG e̞ AJ kʲ AC i AJ m AD ɯ̟ᵝ
めいそう	m AD e̞ː AK s AG o̞ː AL
めいだい	m AD e̞ː AK d AH a̠ AJ i AJ
めいちょ	m AD e̞ː AK t AH ɕ BC o̞ AM
めいっこ	m AD e̞ː AK k̚ k AC o̞ AM
めいばん	m AD e̞ː AK b AF ã̠ ɴ AI
めいふく	m AD e̞ː AK ɸ BE ɯ̟ᵝ k AC ɯ̟ᵝ
めいぶん	m AD e̞ː AK b AF ɯ̟̃ᵝ ɴ AI
めいぼ	m AD e̞ː AK b AF o̞ AM
めいめいはくはく	m AD e̞ː AK m AD e̞ː AK h AA a̠ AJ k AC ɯ̟ᵝ h AA a̠ AJ k AC ɯ̟ᵝ
めいめいほう	m AD e̞ː AK m AD e̞ː AK h AA o̞ː AL
めいもく	m AD e̞ː AK m AD o̞ AM k AC ɯ̟ᵝ
めいやく	m AD e̞ː AK j AB a̠ AJ k AC ɯ̟ᵝ
めいゆう	m AD e̞ː AK j AB ɯ̟ᵝː
めいよ	m AD e̞ː AK j AB o̞ AM
めいり	m AD e̞ː AK ɾʲ BI i AJ
めいりょう	m AD e̞ː AK ɾʲ BI o̞ː AL
めいれい	m AD e̞ː AK ɾ BB e̞ː AK
めいれいけい	m AD e̞ː AK ɾ BB e̞ː AK k AC e̞ː AK
めいれいほう	m AD e̞ː AK ɾ BB e̞ː AK h AA o̞ː AL
めいろ	m AD e̞ː AK ɾ BB o̞ AM
めいわく	m AD e̞ː AK ɰᵝ a̠ AJ k AC ɯ̟ᵝ
めいわくせんばん	m AD e̞ː AK ɰᵝ a̠ AJ k AC ɯ̟ᵝ s AG ẽ̞ m AD b AF ã̠ ɴ AI
めうし	m AD e̞ AJ ɯ̟ᵝ ɕ BC i AJ
めかくし	m AD e̞ AJ k AC a̠ AJ k AC ɯ̟̊ᵝ ɕ BC i AJ
めかけ	m AD e̞ AJ k AC a̠ AJ k AC e̞ AJ
めがしらがあつくなる	m AD e̞ AJ ɡ AC a̠ AJ ɕ BC i AJ ɾ BB a̠ AJ ɡ AC a̠ AJ a̠ AJ t AH s AG ɨᵝ k AC ɯ̟ᵝ n AE a̠ AJ ɾ BB ɯ̟ᵝ
めがたかい	m AD e̞ AJ ɡ AC a̠ AJ t AH a̠ AJ k AC a̠ AJ i AJ
めがない	m AD e̞ AJ ɡ AC a̠ AJ n AE a̠ AJ i AJ
めがね	m AD e̞ AJ ɡ AC a̠ AJ n AE e̞ AJ
めがねざる	m AD e̞ AJ ɡ AC a̠ AJ n AE e̞ AJ z AG a̠ AJ ɾ BB ɯ̟ᵝ
めがねっこ	m AD e̞ AJ ɡ AC a̠ AJ n AE e̞ AJ k̚ k AC o̞ AM
めがみ	m AD e̞ AJ ɡ AC a̠ AJ mʲ BG i AJ
めぎ	m AD e̞ AJ ɡʲ AC i AJ
めくそ	m AD e̞ AJ k AC ɯ̟ᵝ s AG o̞ AM
めくら	m AD e̞ AJ k AC ɯ̟ᵝ ɾ BB a̠ AJ
めくらぐも	m AD e̞ AJ k AC ɯ̟ᵝ ɾ BB a̠ AJ ɡ AC ɯ̟ᵝ m AD o̞ AM
めぐすり	m AD e̞ AJ ɡ AC ɯ̟ᵝ s AG ɨᵝ ɾʲ BI i AJ
めぐまれる	m AD e̞ AJ ɡ AC ɯ̟ᵝ m AD a̠ AJ ɾ BB e̞ AJ ɾ BB ɯ̟ᵝ
めぐみ	m AD e̞ AJ ɡ AC ɯ̟ᵝ mʲ BG i AJ
めぐむ	m AD e̞ AJ ɡ AC ɯ̟ᵝ m AD ɯ̟ᵝ
めぐりあう	m AD e̞ AJ ɡ AC ɯ̟ᵝ ɾʲ BI i AJ a̠ AJ ɯ̟ᵝ
めぐりあわせ	m AD e̞ AJ ɡ AC ɯ̟ᵝ ɾʲ BI i AJ a̠ AJ ɰᵝ a̠ AJ s AG e̞ AJ
めぐる	m AD e̞ AJ ɡ AC ɯ̟ᵝ ɾ BB ɯ̟ᵝ
めげる	m AD e̞ AJ ɡ AC e̞ AJ ɾ BB ɯ̟ᵝ
めざし	m AD e̞ AJ z AG a̠ AJ ɕ BC i AJ
めざす	m AD e̞ AJ z AG a̠ AJ s AG ɨᵝ
めざまし	m AD e̞ AJ z AG a̠ AJ m AD a̠ AJ ɕ BC i AJ
めざましい	m AD e̞ AJ z AG a̠ AJ m AD a̠ AJ ɕ BC iː AK
めざましどけい	m AD e̞ AJ z AG a̠ AJ m AD a̠ AJ ɕ BC i AJ d AH o̞ AM k AC e̞ː AK
めざめる	m AD e̞ AJ z AG a̠ AJ m AD e̞ AJ ɾ BB ɯ̟ᵝ
めし	m AD e̞ AJ ɕ BC i AJ
めしかえ	m AD e̞ AJ ɕ BC i AJ k AC a̠ AJ e̞ AJ
めしかえる	m AD e̞ AJ ɕ BC i̥ AJ k AC a̠ AJ e̞ AJ ɾ BB ɯ̟ᵝ
めしかかえる	m AD e̞ AJ ɕ BC i̥ AJ k AC a̠ AJ k AC a̠ AJ e̞ AJ ɾ BB ɯ̟ᵝ
めしつかい	m AD e̞ AJ ɕ BC i AJ t AH s AG ɨᵝ k AC a̠ AJ i AJ
めしつれる	m AD e̞ AJ ɕ BC i AJ t AH s AG ɨᵝ ɾ BB e̞ AJ ɾ BB ɯ̟ᵝ
めしべ	m AD e̞ AJ ɕ BC i AJ b AF e̞ AJ
めじか	m AD e̞ AJ ʑ BC i AJ k AC a̠ AJ
めじり	m AD e̞ AJ ʑ BC i AJ ɾʲ BI i AJ
めじるし	m AD e̞ AJ ʑ BC i AJ ɾ BB ɯ̟ᵝ ɕ BC i AJ
めじろ	m AD e̞ AJ ʑ BC i AJ ɾ BB o̞ AM
めじろざめ	m AD e̞ AJ ʑ BC i AJ ɾ BB o̞ AM z AG a̠ AJ m AD e̞ AJ
めす	m AD e̞ AJ s AG ɨᵝ
めすいぬ	m AD e̞ AJ s AG ɨᵝ i AJ n AE ɯ̟ᵝ
めすおち	m AD e̞ AJ s AG ɨᵝ o̞ AM t AH ɕ BC i AJ
めず	m AD e̞ AJ z AG ɨᵝ
めずらしい	m AD e̞ AJ z AG ɨᵝ ɾ BB a̠ AJ ɕ BC iː AK
めせん	m AD e̞ AJ s AG ẽ̞ ɴ AI
めだしぼう	m AD e̞ AJ d AH a̠ AJ ɕ BC i AJ b AF o̞ː AL
めだつ	m AD e̞ AJ d AH a̠ AJ t AH s AG ɨᵝ
めだま	m AD e̞ AJ d AH a̠ AJ m AD a̠ AJ
めだまやき	m AD e̞ AJ d AH a̠ AJ m AD a̠ AJ j AB a̠ AJ kʲ AC i AJ
めっかち	m AD e̞ AJ k̚ k AC a̠ AJ t AH ɕ BC i AJ
めっき	m AD e̞ AJ k̚ʲ kʲ AC i AJ
めっきり	m AD e̞ AJ k̚ʲ kʲ AC i AJ ɾʲ BI i AJ
めった	m AD e̞ AJ t̚ t AH a̠ AJ
めったやたら	m AD e̞ AJ t̚ t AH a̠ AJ j AB a̠ AJ t AH a̠ AJ ɾ BB a̠ AJ
めっちゃ	m AD e̞ AJ t̚ t AH ɕ BC a̠ AJ
めつき	m AD e̞ AJ t AH s AG ɨᵝ kʲ AC i AJ
めつぼう	m AD e̞ AJ t AH s AG ɨᵝ b AF o̞ː AL
めで	m AD e̞ AJ d AH e̞ AJ
めでたい	m AD e̞ AJ d AH e̞ AJ t AH a̠ AJ i AJ
めでたしめでたし	m AD e̞ AJ d AH e̞ AJ t AH a̠ AJ ɕ BC i AJ m AD e̞ AJ d AH e̞ AJ t AH a̠ AJ ɕ BC i AJ
めでる	m AD e̞ AJ d AH e̞ AJ ɾ BB ɯ̟ᵝ
めとる	m AD e̞ AJ t AH o̞ AM ɾ BB ɯ̟ᵝ
めどがたつ	m AD e̞ AJ d AH o̞ AM ɡ AC a̠ AJ t AH a̠ AJ t AH s AG ɨᵝ
めにあまる	m AD e̞ AJ ɲ̟ BF i AJ a̠ AJ m AD a̠ AJ ɾ BB ɯ̟ᵝ
めのう	m AD e̞ AJ n AE o̞ː AL
めのかたき	m AD e̞ AJ n AE o̞ AM k AC a̠ AJ t AH a̠ AJ kʲ AC i AJ
めのまえ	m AD e̞ AJ n AE o̞ AM m AD a̠ AJ e̞ AJ
めのやりば	m AD e̞ AJ n AE o̞ AM j AB a̠ AJ ɾʲ BI i AJ b AF a̠ AJ
めはな	m AD e̞ AJ h AA a̠ AJ n AE a̠ AJ
めはなだち	m AD e̞ AJ h AA a̠ AJ n AE a̠ AJ d AH a̠ AJ t AH ɕ BC i AJ
めふん	m AD e̞ AJ ɸ BE ɯ̟̃ᵝ ɴ AI
めぶく	m AD e̞ AJ b AF ɯ̟ᵝ k AC ɯ̟ᵝ
めまい	m AD e̞ AJ m AD a̠ AJ i AJ
めまとい	m AD e̞ AJ m AD a̠ AJ t AH o̞ AM i AJ
めめしい	m AD e̞ AJ m AD e̞ AJ ɕ BC iː AK
めやに	m AD e̞ AJ j AB a̠ AJ ɲ̟ BF i AJ
めるとも	m AD e̞ AJ ɾ BB ɯ̟ᵝ t AH o̞ AM m AD o̞ AM
めをくらます	m AD e̞ AJ o̞ AM k AC ɯ̟ᵝ ɾ BB a̠ AJ m AD a̠ AJ s AG ɨᵝ
めをつける	m AD e̞ AJ o̞ AM t AH s AG ɨᵝ k AC e̞ AJ ɾ BB ɯ̟ᵝ
めをひからせる	m AD e̞ AJ o̞ AM ç i AJ k AC a̠ AJ ɾ BB a̠ AJ s AG e̞ AJ ɾ BB ɯ̟ᵝ
めをみはる	m AD e̞ AJ o̞ AM mʲ BG i AJ h AA a̠ AJ ɾ BB ɯ̟ᵝ
